# Run number : 10
# Parameter set number : 1
# Cost function : 0.0257294628
#       ChiCH3          EtaCH3           ChiCN           EtaCN            ChiN            EtaN            ChiH            EtaH
#      4.4967e-01      6.8080e-01      1.0000e-08      1.0000e+00      3.5837e-01      4.1861e-01      2.2879e-01      8.8339e-01
# Distance     Computed     Reference
  2.50000      3.32304998   2.87300000  
  2.75000      2.91733741   2.62600000  
  3.00000      2.55247300   2.35000000  
  3.25000      2.23290763   2.08300000  
  3.50000      1.95650585   1.84000000  
  3.75000      1.71873964   1.62400000  
  4.00000      1.51456433   1.43600000  
  4.25000      1.33910593   1.27200000  
  4.50000      1.18804795   1.13000000  
  4.75000      1.05765950   1.00700000  
  5.00000      0.94476020   0.90000000  
  5.25000      0.84669448   0.80700000  
  5.50000      0.76121118   0.72600000  
  5.75000      0.68645303   0.65500000  
  6.00000      0.62084738   0.59200000  
  6.25000      0.56308981   0.53700000  
  6.50000      0.51207111   0.48800000  
  6.75000      0.46687493   0.44500000  
  7.00000      0.42670060   0.40700000  
  7.25000      0.39089068   0.37300000  
  7.50000      0.35889288   0.34200000  
  7.75000      0.33021105   0.31500000  
  8.00000      0.30444602   0.29100000  
  8.25000      0.28124247   0.26800000  
  8.50000      0.26028833   0.24800000  
  8.75000      0.24132295   0.23000000  
  9.00000      0.22412834   0.21400000  
  9.25000      0.20849704   0.19900000  
  9.50000      0.19426307   0.18500000  
  9.75000      0.18127624   0.17300000  
  10.00000     0.16940271   0.16200000  
