# atom_type   chi                 eta      a.u.
CH3   0.44655427   0.00000001
CN    0.00000001   0.77486307
N     0.00000001   0.00000001
H     0.23234230   0.00000001
Po   0.44655427   0.00000001
Ne   0.44655427   0.00000001
