# atom_type   chi                 eta      a.u.
CH3   0.00000001   0.00000001
CN    0.00000001   0.47034444
N     1.00000000   0.00000001
H     0.00000001   0.00000001
Po   0.00000001   0.00000001
Ne   0.00000001   0.00000001
