# atom_type   chi                 eta      a.u.
CH3   0.22304808   0.00000001
CN    1.00000000   0.59551736
N     0.00000001   0.00000001
H     0.00000001   0.00000001
Po   0.22304808   0.00000001
Ne   0.22304808   0.00000001
