# atom_type   chi                 eta      a.u.
CH3   0.47346125   0.63857659
H3C   0.22762588   0.42099927
OH    0.61231137   0.93213121
HO    0.22762588   0.42099927
Po   0.47346125   0.63857659
Ne   0.47346125   0.63857659
