# atom_type   chi                 eta      a.u.
CH3   0.26092037   0.56882179
CN    0.00508483   0.64171775
N     0.52139816   0.95555093
H     0.12212803   0.48971724
Po   0.26092037   0.56882179
Ne   0.26092037   0.56882179
