# atom_type   chi                 eta      a.u.
CH3   0.97838935   0.91217048
CN    0.25998617   0.92500552
N     0.93930345   0.92225938
H     0.59481931   0.52310979
Po   0.97838935   0.91217048
Ne   0.97838935   0.91217048
