# atom_type   chi                 eta      a.u.
CH3   0.69353999   0.98345131
CN    0.02816878   0.88768848
N     0.41841207   0.55362320
H     0.28760880   0.59092092
Po   0.69353999   0.98345131
Ne   0.69353999   0.98345131
