# atom_type   chi                 eta      a.u.
CH3   0.83423240   0.96888114
CN    0.25597826   0.70598538
N     0.78138785   0.91956154
H     0.42642616   0.54114359
Po   0.83423240   0.96888114
Ne   0.83423240   0.96888114
