# atom_type   chi                 eta      a.u.
CH3   0.47171699   0.84268989
CN    0.02966932   0.71867333
N     0.41552342   0.67415117
H     0.18624434   0.61992409
Po   0.47171699   0.84268989
Ne   0.47171699   0.84268989
