# atom_type   chi                 eta      a.u.
CH3   0.44003315   0.99680022
CN    0.07255420   0.54448002
N     0.29154071   0.55300961
H     0.10167479   0.74277446
Po   0.44003315   0.99680022
Ne   0.44003315   0.99680022
