# atom_type   chi                 eta      a.u.
CH3   0.55409013   0.99662437
CN    0.07165275   0.67764759
N     0.28158262   0.44872896
H     0.17614659   0.66649533
Po   0.55409013   0.99662437
Ne   0.55409013   0.99662437
