# atom_type   chi                 eta      a.u.
CH3   0.97567232   0.90913040
CN    0.23937153   0.99819157
N     0.79328918   0.68729425
H     0.59915668   0.53611714
Po   0.97567232   0.90913040
Ne   0.97567232   0.90913040
