# atom_type   chi                 eta      a.u.
CH3   0.58151664   0.86626203
CN    0.01531593   0.83706144
N     0.69539042   0.99831563
H     0.27304908   0.58575596
Po   0.58151664   0.86626203
Ne   0.58151664   0.86626203
