# atom_type   chi                 eta      a.u.
CH3   0.59667016   0.93719386
CN    0.00082686   0.81728998
N     0.64398558   0.95528002
H     0.24652272   0.59081617
Po   0.59667016   0.93719386
Ne   0.59667016   0.93719386
