# atom_type   chi                 eta      a.u.
CH3   0.00000001   0.00000001
CN    0.27660272   0.87729837
N     0.72896597   0.00000001
H     0.37513435   0.00000001
Po   0.00000001   0.00000001
Ne   0.00000001   0.00000001
