# atom_type   chi                 eta      a.u.
CH3   0.70077451   0.64482779
CN    0.31644607   0.75157390
N     0.87965673   0.91802955
H     0.51352160   0.51005167
Po   0.70077451   0.64482779
Ne   0.70077451   0.64482779
