# atom_type   chi                 eta      a.u.
CH3   0.26776481   0.00000001
CN    0.00000001   0.89043124
N     0.00000001   0.00000001
H     0.00000001   0.00000001
Po   0.26776481   0.00000001
Ne   0.26776481   0.00000001
