# atom_type   chi                 eta      a.u.
CH3   1.00000000   0.95274845
CN    0.33427535   0.00000001
N     0.96232278   0.75272190
H     0.68232139   0.68476108
Po   1.00000000   0.95274845
Ne   1.00000000   0.95274845
