# atom_type   chi                 eta      a.u.
CH3   0.45435391   0.96530293
CN    0.00503784   0.60552380
N     0.41608362   0.83183962
H     0.09418136   0.59308836
Po   0.45435391   0.96530293
Ne   0.45435391   0.96530293
