# atom_type   chi                 eta      a.u.
CH3   0.00000001   0.00000001
H3C   0.00000001   0.00000001
OH    0.29533773   0.66838023
HO    0.00000001   0.00000001
Po   0.00000001   0.00000001
Ne   0.00000001   0.00000001
