# atom_type   chi                 eta      a.u.
CH3   0.32114851   0.68004762
H3C   0.04780011   0.42539168
OH    0.47098318   1.00000000
HO    0.04780011   0.42539168
Po   0.32114851   0.68004762
Ne   0.32114851   0.68004762
