# atom_type   chi                 eta      a.u.
CH3   0.00000001   0.00000001
H3C   0.14419858   0.00000001
OH    0.53453893   0.76347286
HO    0.14419858   0.00000001
Po   0.00000001   0.00000001
Ne   0.00000001   0.00000001
