# Run number : 5
# Parameter set number : 1
# Cost function : 0.292083876
#      ChiH            EtaH            ChiO            EtaO
#      6.9887e-01      6.7272e-01      8.9744e-01      5.6490e-01
# Distance     Computed     Reference
  2.50000      -12.39731824 -12.40300000
  2.75000      -9.67180631  -9.54400000 
  3.00000      -7.69852780  -7.51300000 
  3.25000      -6.23293613  -6.03000000 
  3.50000      -5.12046100  -4.92000000 
  3.75000      -4.26002229  -4.07300000 
  4.00000      -3.58358961  -3.41200000 
  4.25000      -3.04413406  -2.89000000 
  4.50000      -2.60844694  -2.47000000 
  4.75000      -2.25257196  -2.12900000 
  5.00000      -1.95893467  -1.84800000 
  5.25000      -1.71444420  -1.61600000 
  5.50000      -1.50917020  -1.42100000 
  5.75000      -1.33552698  -1.25600000 
  6.00000      -1.18763068  -1.11600000 
  6.25000      -1.06085039  -0.99600000 
  6.50000      -0.95154641  -0.89300000 
  6.75000      -0.85679898  -0.80400000 
  7.00000      -0.77425178  -0.72600000 
  7.25000      -0.70199258  -0.65800000 
  7.50000      -0.63848088  -0.59800000 
  7.75000      -0.58240759  -0.54600000 
  8.00000      -0.53273012  -0.49900000 
  8.25000      -0.48855315  -0.45700000 
  8.50000      -0.44912863  -0.42000000 
  8.75000      -0.41384176  -0.38700000 
  9.00000      -0.38216656  -0.35800000 
  9.25000      -0.35364719  -0.33100000 
  9.50000      -0.32789326  -0.30700000 
  9.75000      -0.30458452  -0.28500000 
  10.00000     -0.28343110  -0.26500000 
