# atom_type   chi                 eta      a.u.
CH3   0.74476530   0.00000001
H3C   0.26719935   0.00000001
OH    1.00000000   0.52338802
HO     0.28522029   0.00000001
Po   0.74476530   0.00000001
Ne   0.74476530   0.00000001
