# atom_type   chi                 eta      a.u.
CH3   1.00000000   0.00000001
H3C   0.70279753   0.00000001
OH    0.71172098   0.85442668
HO     0.52811179   0.00000001
Po   1.00000000   0.00000001
Ne   1.00000000   0.00000001
