# atom_type   chi                 eta      a.u.
CH3   0.30213160   0.67981983
H3C   0.02862547   0.42531475
OH    0.45193492   1.00000000
HO    0.02862547   0.42531475
Po 0.3021316 0.67981983
Ne 0.3021316 0.67981983
